feature	motif1	motif2	motif.type	feature_type
RLG00009Zm00001d01449	2	0	motif1	TE
RLG00009Zm00001d01450	1	0	motif1	TE
RLG00009Zm00001d01451	3	0	motif1	TE
RLG00009Zm00001d01452	0	1	motif2	TE
RLG00009Zm00001d01453	2	0	motif1	TE
RLG00009Zm00001d01454	1	0	motif1	TE
RLG00009Zm00001d01455	1	0	motif1	TE
RLG00009Zm00001d01456	2	0	motif1	TE
RLG00009Zm00001d01459	1	0	motif1	TE
RLG00009Zm00001d01460	1	0	motif1	TE
RLG00009Zm00001d01461	1	0	motif1	TE
RLG00009Zm00001d01462	2	0	motif1	TE
RLG00009Zm00001d01463	2	0	motif1	TE
RLG00009Zm00001d01464	1	1	both	TE
RLG00009Zm00001d01466	1	1	both	TE
RLG00009Zm00001d01468	3	0	motif1	TE
RLG00009Zm00001d01472	3	0	motif1	TE
RLG00009Zm00001d01473	1	0	motif1	TE
RLG00009Zm00001d01474	2	1	both	TE
RLG00009Zm00001d01476	2	0	motif1	TE
RLG00009Zm00001d01482	1	0	motif1	TE
RLG00009Zm00001d01483	1	0	motif1	TE
RLG00009Zm00001d01485	1	0	motif1	TE
RLG00009Zm00001d01486	2	0	motif1	TE
RLG00009Zm00001d01488	3	0	motif1	TE
RLG00009Zm00001d01489	2	0	motif1	TE
RLG00009Zm00001d01490	3	0	motif1	TE
RLG00009Zm00001d01491	1	0	motif1	TE
RLG00009Zm00001d01492	3	0	motif1	TE
RLG00009Zm00001d01494	3	0	motif1	TE
RLG00009Zm00001d01495	2	0	motif1	TE
RLG00009Zm00001d01496	0	2	motif2	TE
RLG00009Zm00001d01497	2	0	motif1	TE
RLG00009Zm00001d01498	2	1	both	TE
RLG00009Zm00001d01499	1	0	motif1	TE
RLG00009Zm00001d01500	1	0	motif1	TE
RLG00009Zm00001d01501	2	0	motif1	TE
RLG00009Zm00001d01503	1	0	motif1	TE
RLG00009Zm00001d01504	3	0	motif1	TE
RLG00009Zm00001d01506	3	0	motif1	TE
RLG00009Zm00001d01508	2	0	motif1	TE
RLG00009Zm00001d01509	1	0	motif1	TE
RLG00009Zm00001d01511	2	0	motif1	TE
RLG00009Zm00001d01513	2	0	motif1	TE
RLG00009Zm00001d01515	1	0	motif1	TE
RLG00009Zm00001d01516	2	0	motif1	TE
RLG00009Zm00001d01520	1	0	motif1	TE
RLG00009Zm00001d01521	1	0	motif1	TE
RLG00009Zm00001d01523	1	0	motif1	TE
RLG00009Zm00001d01527	1	0	motif1	TE
RLG00009Zm00001d01531	1	0	motif1	TE
RLG00009Zm00001d01532	1	0	motif1	TE
RLG00009Zm00001d01533	3	0	motif1	TE
RLG00009Zm00001d01535	1	0	motif1	TE
RLG00009Zm00001d01536	3	0	motif1	TE
RLG00009Zm00001d01537	0	1	motif2	TE
RLG00009Zm00001d01538	2	0	motif1	TE
RLG00009Zm00001d01539	1	1	both	TE
RLG00009Zm00001d01540	2	1	both	TE
RLG00009Zm00001d01541	1	0	motif1	TE
RLG00009Zm00001d01542	1	0	motif1	TE
RLG00009Zm00001d01543	2	0	motif1	TE
RLG00009Zm00001d01544	2	0	motif1	TE
RLG00009Zm00001d01545	2	0	motif1	TE
RLG00009Zm00001d01546	1	0	motif1	TE
RLG00009Zm00001d01547	4	1	both	TE
RLG00009Zm00001d01548	1	0	motif1	TE
RLG00009Zm00001d01550	1	0	motif1	TE
RLG00009Zm00001d01551	1	0	motif1	TE
RLG00009Zm00001d01552	2	0	motif1	TE
RLG00009Zm00001d01554	0	1	motif2	TE
RLG00009Zm00001d01555	1	0	motif1	TE
RLG00009Zm00001d01560	1	0	motif1	TE
RLG00009Zm00001d01561	1	0	motif1	TE
RLG00009Zm00001d01564	2	0	motif1	TE
RLG00009Zm00001d01565	4	0	motif1	TE
RLG00009Zm00001d01567	1	0	motif1	TE
RLG00009Zm00001d01568	1	0	motif1	TE
RLG00009Zm00001d01569	2	0	motif1	TE
RLG00009Zm00001d01571	1	0	motif1	TE
RLG00009Zm00001d01574	2	0	motif1	TE
RLG00009Zm00001d01575	3	0	motif1	TE
RLG00009Zm00001d01576	1	0	motif1	TE
RLG00009Zm00001d01579	3	0	motif1	TE
RLG00009Zm00001d01580	3	0	motif1	TE
RLG00009Zm00001d01581	1	0	motif1	TE
RLG00009Zm00001d01582	2	0	motif1	TE
RLG00009Zm00001d01584	2	0	motif1	TE
RLG00009Zm00001d01587	1	0	motif1	TE
RLG00009Zm00001d01589	1	0	motif1	TE
RLG00009Zm00001d01592	1	0	motif1	TE
RLG00009Zm00001d01594	1	0	motif1	TE
RLG00009Zm00001d01595	1	0	motif1	TE
RLG00009Zm00001d01597	4	1	both	TE
RLG00009Zm00001d01598	1	0	motif1	TE
RLG00009Zm00001d01601	1	0	motif1	TE
RLG00009Zm00001d01603	1	0	motif1	TE
RLG00009Zm00001d01604	1	0	motif1	TE
RLG00009Zm00001d01605	1	0	motif1	TE
RLG00009Zm00001d01608	1	0	motif1	TE
RLG00009Zm00001d01609	2	0	motif1	TE
RLG00009Zm00001d01610	0	2	motif2	TE
RLG00009Zm00001d01612	1	0	motif1	TE
RLG00009Zm00001d01614	3	0	motif1	TE
RLG00009Zm00001d01615	1	0	motif1	TE
RLG00009Zm00001d01616	1	0	motif1	TE
RLG00009Zm00001d01620	1	0	motif1	TE
RLG00009Zm00001d01622	2	0	motif1	TE
RLG00009Zm00001d01623	2	0	motif1	TE
RLG00009Zm00001d01624	1	0	motif1	TE
RLG00009Zm00001d01626	1	0	motif1	TE
RLG00009Zm00001d01628	1	0	motif1	TE
RLG00009Zm00001d01629	1	0	motif1	TE
RLG00009Zm00001d01631	1	0	motif1	TE
RLG00009Zm00001d01633	1	0	motif1	TE
RLG00009Zm00001d01634	1	0	motif1	TE
RLG00009Zm00001d01637	1	0	motif1	TE
RLG00009Zm00001d01638	2	0	motif1	TE
RLG00009Zm00001d01639	1	0	motif1	TE
RLG00009Zm00001d01640	2	0	motif1	TE
RLG00009Zm00001d01642	2	0	motif1	TE
RLG00009Zm00001d01643	2	0	motif1	TE
RLG00009Zm00001d01646	1	0	motif1	TE
RLG00009Zm00001d01647	1	0	motif1	TE
RLG00009Zm00001d01649	1	0	motif1	TE
RLG00009Zm00001d01651	0	1	motif2	TE
RLG00009Zm00001d01652	2	0	motif1	TE
RLG00009Zm00001d01654	2	0	motif1	TE
RLG00009Zm00001d01656	1	0	motif1	TE
RLG00009Zm00001d01659	1	0	motif1	TE
RLG00009Zm00001d01661	1	0	motif1	TE
RLG00009Zm00001d01662	1	0	motif1	TE
RLG00009Zm00001d01664	2	0	motif1	TE
RLG00009Zm00001d01665	4	0	motif1	TE
RLG00009Zm00001d01666	1	1	both	TE
RLG00009Zm00001d01667	1	0	motif1	TE
RLG00009Zm00001d01668	1	0	motif1	TE
RLG00009Zm00001d01669	3	0	motif1	TE
RLG00009Zm00001d01671	1	0	motif1	TE
RLG00009Zm00001d01673	1	0	motif1	TE
RLG00009Zm00001d01674	2	0	motif1	TE
RLG00009Zm00001d01677	2	0	motif1	TE
RLG00009Zm00001d01678	1	0	motif1	TE
RLG00009Zm00001d01681	1	0	motif1	TE
RLG00009Zm00001d01682	3	0	motif1	TE
RLG00009Zm00001d01683	1	0	motif1	TE
RLG00009Zm00001d01684	1	0	motif1	TE
RLG00009Zm00001d01686	1	0	motif1	TE
RLG00009Zm00001d01687	2	0	motif1	TE
RLG00009Zm00001d01689	1	0	motif1	TE
RLG00009Zm00001d01690	1	0	motif1	TE
RLG00009Zm00001d01693	1	0	motif1	TE
RLG00009Zm00001d01694	1	0	motif1	TE
RLG00009Zm00001d01696	1	1	both	TE
RLG00009Zm00001d01698	2	0	motif1	TE
RLG00009Zm00001d01699	2	0	motif1	TE
RLG00009Zm00001d01701	1	0	motif1	TE
RLG00009Zm00001d01702	2	0	motif1	TE
RLG00009Zm00001d01704	1	0	motif1	TE
RLG00009Zm00001d01706	3	0	motif1	TE
RLG00009Zm00001d01707	1	0	motif1	TE
RLG00009Zm00001d01709	5	0	motif1	TE
RLG00009Zm00001d01710	1	0	motif1	TE
RLG00009Zm00001d01712	2	0	motif1	TE
RLG00009Zm00001d01713	2	0	motif1	TE
RLG00009Zm00001d01715	1	0	motif1	TE
RLG00009Zm00001d01716	1	0	motif1	TE
RLG00009Zm00001d01717	2	0	motif1	TE
RLG00009Zm00001d01719	3	0	motif1	TE
RLG00009Zm00001d01721	1	1	both	TE
RLG00009Zm00001d01723	2	0	motif1	TE
RLG00009Zm00001d01724	1	1	both	TE
RLG00009Zm00001d01725	1	0	motif1	TE
RLG00009Zm00001d01727	1	1	both	TE
RLG00009Zm00001d01728	1	0	motif1	TE
RLG00009Zm00001d01730	1	0	motif1	TE
RLG00009Zm00001d01734	2	0	motif1	TE
RLG00009Zm00001d01735	1	0	motif1	TE
RLG00009Zm00001d01736	1	0	motif1	TE
RLG00009Zm00001d01737	2	1	both	TE
RLG00009Zm00001d01738	4	0	motif1	TE
RLG00009Zm00001d01739	0	1	motif2	TE
RLG00009Zm00001d01740	4	0	motif1	TE
RLG00009Zm00001d01741	2	0	motif1	TE
RLG00009Zm00001d01742	2	0	motif1	TE
RLG00009Zm00001d01743	2	0	motif1	TE
RLG00009Zm00001d01744	2	0	motif1	TE
RLG00009Zm00001d01745	1	0	motif1	TE
RLG00009Zm00001d01749	1	0	motif1	TE
RLG00009Zm00001d01750	3	0	motif1	TE
RLG00009Zm00001d01751	1	0	motif1	TE
RLG00009Zm00001d01752	2	0	motif1	TE
RLG00009Zm00001d01753	1	0	motif1	TE
RLG00009Zm00001d01754	1	0	motif1	TE
RLG00009Zm00001d01755	1	0	motif1	TE
RLG00009Zm00001d01756	2	0	motif1	TE
RLG00009Zm00001d01757	0	1	motif2	TE
RLG00009Zm00001d01760	1	1	both	TE
RLG00009Zm00001d01761	1	1	both	TE
RLG00009Zm00001d01763	1	0	motif1	TE
RLG00009Zm00001d01764	1	0	motif1	TE
RLG00009Zm00001d01765	2	1	both	TE
RLG00009Zm00001d01766	2	1	both	TE
RLG00009Zm00001d01767	1	0	motif1	TE
RLG00009Zm00001d01768	2	0	motif1	TE
RLG00009Zm00001d01769	2	0	motif1	TE
RLG00009Zm00001d01771	2	0	motif1	TE
RLG00009Zm00001d01772	1	0	motif1	TE
RLG00009Zm00001d01773	1	1	both	TE
RLG00009Zm00001d01774	1	0	motif1	TE
RLG00009Zm00001d01775	1	0	motif1	TE
RLG00009Zm00001d01776	2	0	motif1	TE
RLG00009Zm00001d01777	3	0	motif1	TE
RLG00009Zm00001d01778	1	0	motif1	TE
RLG00009Zm00001d01779	1	0	motif1	TE
RLG00009Zm00001d01781	3	0	motif1	TE
RLG00009Zm00001d01783	2	0	motif1	TE
RLG00009Zm00001d01784	3	0	motif1	TE
RLG00009Zm00001d01785	1	0	motif1	TE
RLG00009Zm00001d01786	1	0	motif1	TE
RLG00009Zm00001d01788	2	0	motif1	TE
RLG00009Zm00001d01789	2	0	motif1	TE
RLG00009Zm00001d01792	3	0	motif1	TE
RLG00009Zm00001d01793	1	0	motif1	TE
RLG00009Zm00001d01794	2	0	motif1	TE
RLG00009Zm00001d01795	1	1	both	TE
RLG00009Zm00001d01798	1	0	motif1	TE
RLG00009Zm00001d01801	2	0	motif1	TE
RLG00009Zm00001d01803	1	0	motif1	TE
RLG00009Zm00001d01804	1	0	motif1	TE
RLG00009Zm00001d01805	2	1	both	TE
RLG00009Zm00001d01806	1	0	motif1	TE
RLG00009Zm00001d01808	2	0	motif1	TE
RLG00009Zm00001d01811	2	0	motif1	TE
RLG00009Zm00001d01813	1	0	motif1	TE
RLG00009Zm00001d01814	4	0	motif1	TE
RLG00009Zm00001d01817	2	0	motif1	TE
RLG00009Zm00001d01819	4	0	motif1	TE
RLG00009Zm00001d01820	1	3	both	TE
RLG00009Zm00001d01822	1	0	motif1	TE
RLG00009Zm00001d01823	1	0	motif1	TE
RLG00009Zm00001d01824	3	0	motif1	TE
RLG00009Zm00001d01826	4	0	motif1	TE
RLG00009Zm00001d01828	3	0	motif1	TE
RLG00009Zm00001d01835	2	1	both	TE
RLG00009Zm00001d01836	3	2	both	TE
RLG00009Zm00001d01855	1	0	motif1	TE
RLG00009Zm00001d01856	1	0	motif1	TE
RLG00009Zm00001d01858	1	0	motif1	TE
RLG00009Zm00001d01863	3	0	motif1	TE
RLG00009Zm00001d01864	2	0	motif1	TE
RLG00009Zm00001d01865	1	0	motif1	TE
RLG00009Zm00001d01868	2	0	motif1	TE
RLG00009Zm00001d01869	0	2	motif2	TE
RLG00009Zm00001d01871	3	0	motif1	TE
RLG00009Zm00001d01872	1	0	motif1	TE
RLG00009Zm00001d01873	4	0	motif1	TE
RLG00009Zm00001d01876	1	0	motif1	TE
RLG00009Zm00001dS0001	1	0	motif1	TE
RLG00009Zm00001dS0004	1	0	motif1	TE
RLG00009Zm00001dS0006	1	0	motif1	TE
RLG00009Zm00001dS0007	1	0	motif1	TE
RLG00009Zm00001dS0010	1	0	motif1	TE
RLG00009Zm00001dS0030	1	0	motif1	TE
RLG00009Zm00001dS0034	1	0	motif1	TE
RLG00009Zm00001dS0038	1	0	motif1	TE
RLG00009Zm00001dS0040	1	0	motif1	TE
RLG00009Zm00001dS0044	1	0	motif1	TE
RLG00009Zm00001dS0045	1	0	motif1	TE
RLG00009Zm00001dS0046	0	1	motif2	TE
RLG00009Zm00001dS0051	1	0	motif1	TE
RLG00009Zm00001dS0052	1	0	motif1	TE
RLG00009Zm00001dS0053	1	0	motif1	TE
RLG00009Zm00001dS0056	2	0	motif1	TE
RLG00009Zm00001dS0059	1	0	motif1	TE
RLG00009Zm00001dS0061	1	0	motif1	TE
RLG00009Zm00001dS0062	1	0	motif1	TE
RLG00009Zm00001dS0073	1	0	motif1	TE
RLG00009Zm00001dS0077	1	0	motif1	TE
RLG00009Zm00001dS0080	1	0	motif1	TE
RLG00009Zm00001dS0086	1	1	both	TE
RLG00009Zm00001dS0092	0	1	motif2	TE
RLG00009Zm00001dS0094	1	0	motif1	TE
RLG00009Zm00001dS0105	1	0	motif1	TE
RLG00009Zm00001dS0114	1	0	motif1	TE
RLG00009Zm00001dS0117	2	0	motif1	TE
RLG00009Zm00001dS0120	1	0	motif1	TE
RLG00009Zm00001dS0122	1	0	motif1	TE
RLG00009Zm00001dS0129	1	0	motif1	TE
RLG00009Zm00001dS0134	2	0	motif1	TE
RLG00009Zm00001dS0135	1	0	motif1	TE
RLG00009Zm00001dS0143	1	0	motif1	TE
RLG00009Zm00001dS0144	1	0	motif1	TE
RLG00009Zm00001dS0151	1	0	motif1	TE
RLG00009Zm00001dS0153	1	0	motif1	TE
RLG00009Zm00001dS0172	1	0	motif1	TE
RLG00009Zm00001dS0180	1	0	motif1	TE
RLG00009Zm00001dS0181	2	0	motif1	TE
RLG00009Zm00001dS0185	1	0	motif1	TE
RLG00009Zm00001dS0188	1	0	motif1	TE
RLG00009Zm00001dS0189	1	0	motif1	TE
RLG00009Zm00001dS0190	1	0	motif1	TE
RLG00009Zm00001dS0194	1	0	motif1	TE
RLG00009Zm00001dS0202	1	0	motif1	TE
RLG00009Zm00001dS0204	0	1	motif2	TE
RLG00009Zm00001dS0214	1	0	motif1	TE
RLG00009Zm00001dS0222	2	0	motif1	TE
RLG00009Zm00001dS0223	1	0	motif1	TE
RLG00009Zm00001dS0227	1	0	motif1	TE
RLG00009Zm00001dS0232	1	0	motif1	TE
RLG00009Zm00001dS0233	1	0	motif1	TE
RLG00009Zm00001dS0237	1	0	motif1	TE
RLG00009Zm00001dS0240	1	0	motif1	TE
RLG00009Zm00001dS0242	1	0	motif1	TE
RLG00009Zm00001dS0243	1	0	motif1	TE
RLG00009Zm00001dS0246	1	0	motif1	TE
RLG00009Zm00001dS0248	1	0	motif1	TE
RLG00009Zm00001dS0249	1	0	motif1	TE
RLG00009Zm00001dS0260	1	0	motif1	TE
RLG00009Zm00001dS0266	1	0	motif1	TE
RLG00009Zm00001dS0269	1	0	motif1	TE
RLG00009Zm00001dS0272	1	0	motif1	TE
RLG00009Zm00001dS0279	1	0	motif1	TE
RLG00009Zm00001dS0281	1	0	motif1	TE
RLG00009Zm00001dS0283	1	0	motif1	TE
RLG00009Zm00001dS0286	1	0	motif1	TE
RLG00009Zm00001dS0295	1	0	motif1	TE
RLG00009Zm00001dS0296	1	0	motif1	TE
RLG00009Zm00001dS0298	1	1	both	TE
RLG00009Zm00001dS0300	2	0	motif1	TE
RLG00009Zm00001dS0301	1	0	motif1	TE
RLG00009Zm00001dS0306	1	0	motif1	TE
RLG00009Zm00001dS0308	1	0	motif1	TE
RLG00009Zm00001dS0312	1	0	motif1	TE
RLG00009Zm00001dS0315	1	0	motif1	TE
RLG00010Zm00001d00003	1	0	motif1	TE
RLG00010Zm00001d00005	0	1	motif2	TE
RLG00010Zm00001d00006	1	0	motif1	TE
RLG00010Zm00001d00012	1	0	motif1	TE
RLG00010Zm00001d00013	2	0	motif1	TE
RLG00010Zm00001d00014	1	0	motif1	TE
RLG00010Zm00001d00017	2	0	motif1	TE
RLG00010Zm00001d00018	3	0	motif1	TE
RLG00010Zm00001d00021	1	0	motif1	TE
RLG00010Zm00001d00023	1	0	motif1	TE
RLG00010Zm00001d00024	0	1	motif2	TE
RLG00010Zm00001d00025	1	0	motif1	TE
RLG00010Zm00001d00026	1	0	motif1	TE
RLG00010Zm00001d00027	3	0	motif1	TE
RLG00010Zm00001d00028	1	0	motif1	TE
RLG00010Zm00001d00029	1	0	motif1	TE
RLG00010Zm00001d00031	1	0	motif1	TE
RLG00010Zm00001d00032	1	0	motif1	TE
RLG00010Zm00001d00034	1	0	motif1	TE
RLG00010Zm00001d00036	1	0	motif1	TE
RLG00010Zm00001d00038	1	0	motif1	TE
RLG00010Zm00001d00040	2	0	motif1	TE
RLG00010Zm00001d00042	1	0	motif1	TE
RLG00010Zm00001d00043	1	0	motif1	TE
RLG00010Zm00001d00045	2	0	motif1	TE
RLG00010Zm00001d00046	2	0	motif1	TE
RLG00010Zm00001d00049	0	1	motif2	TE
RLG00010Zm00001d00050	1	0	motif1	TE
RLG00010Zm00001d00051	1	0	motif1	TE
RLG00010Zm00001d00058	2	0	motif1	TE
RLG00010Zm00001d00059	2	0	motif1	TE
RLG00010Zm00001d00060	2	0	motif1	TE
RLG00010Zm00001d00062	3	0	motif1	TE
RLG00010Zm00001d00066	1	0	motif1	TE
RLG00010Zm00001d00067	2	0	motif1	TE
RLG00010Zm00001d00069	1	0	motif1	TE
RLG00010Zm00001d00072	3	0	motif1	TE
RLG00010Zm00001d00074	0	1	motif2	TE
RLG00010Zm00001d00075	1	0	motif1	TE
RLG00010Zm00001d00076	1	0	motif1	TE
RLG00010Zm00001d00078	1	0	motif1	TE
RLG00010Zm00001d00080	2	0	motif1	TE
RLG00010Zm00001d00081	1	0	motif1	TE
RLG00010Zm00001d00084	2	0	motif1	TE
RLG00010Zm00001d00088	1	0	motif1	TE
RLG00010Zm00001d00090	1	0	motif1	TE
RLG00010Zm00001d00092	1	0	motif1	TE
RLG00010Zm00001d00093	1	0	motif1	TE
RLG00010Zm00001d00094	4	0	motif1	TE
RLG00010Zm00001d00098	1	0	motif1	TE
RLG00010Zm00001d00100	1	0	motif1	TE
RLG00010Zm00001d00103	1	0	motif1	TE
RLG00010Zm00001d00104	1	0	motif1	TE
RLG00010Zm00001d00106	1	0	motif1	TE
RLG00010Zm00001d00107	0	1	motif2	TE
RLG00010Zm00001d00108	1	0	motif1	TE
RLG00010Zm00001d00109	1	0	motif1	TE
RLG00010Zm00001d00112	1	0	motif1	TE
RLG00010Zm00001d00113	1	0	motif1	TE
RLG00010Zm00001d00114	1	1	both	TE
RLG00010Zm00001d00115	2	0	motif1	TE
RLG00010Zm00001d00117	4	0	motif1	TE
RLG00010Zm00001d00125	1	2	both	TE
RLG00010Zm00001d00130	1	1	both	TE
RLG00010Zm00001d00132	1	0	motif1	TE
RLG00010Zm00001d00134	2	0	motif1	TE
RLG00010Zm00001d00142	0	1	motif2	TE
RLG00010Zm00001d00144	1	0	motif1	TE
RLG00010Zm00001d00146	1	0	motif1	TE
RLG00010Zm00001d00147	1	0	motif1	TE
RLG00010Zm00001d00150	1	1	both	TE
RLG00010Zm00001d00151	1	0	motif1	TE
RLG00010Zm00001d00152	1	0	motif1	TE
RLG00010Zm00001d00155	3	0	motif1	TE
RLG00010Zm00001d00160	1	0	motif1	TE
RLG00010Zm00001d00164	2	0	motif1	TE
RLG00010Zm00001d00165	1	0	motif1	TE
RLG00010Zm00001d00168	1	0	motif1	TE
RLG00010Zm00001d00174	0	2	motif2	TE
RLG00010Zm00001d00177	1	0	motif1	TE
RLG00010Zm00001d00178	1	0	motif1	TE
RLG00010Zm00001d00183	1	0	motif1	TE
RLG00010Zm00001d00188	1	0	motif1	TE
RLG00010Zm00001d00189	1	0	motif1	TE
RLG00010Zm00001d00190	1	0	motif1	TE
RLG00010Zm00001d00191	1	1	both	TE
RLG00010Zm00001d00193	1	0	motif1	TE
RLG00010Zm00001d00194	0	1	motif2	TE
RLG00010Zm00001d00196	1	1	both	TE
RLG00010Zm00001d00197	2	0	motif1	TE
RLG00010Zm00001d00199	1	0	motif1	TE
RLG00010Zm00001d00204	1	0	motif1	TE
RLG00010Zm00001d00206	1	0	motif1	TE
RLG00010Zm00001d00214	2	0	motif1	TE
RLG00010Zm00001d00215	1	0	motif1	TE
RLG00010Zm00001d00216	1	0	motif1	TE
RLG00010Zm00001d00218	1	0	motif1	TE
RLG00010Zm00001d00219	1	0	motif1	TE
RLG00010Zm00001d00220	1	1	both	TE
RLG00010Zm00001d00222	0	1	motif2	TE
RLG00010Zm00001d00224	3	0	motif1	TE
RLG00010Zm00001d00225	3	0	motif1	TE
RLG00010Zm00001d00227	1	0	motif1	TE
RLG00010Zm00001d00230	3	0	motif1	TE
RLG00010Zm00001d00231	4	0	motif1	TE
RLG00010Zm00001d00232	1	0	motif1	TE
RLG00010Zm00001d00234	2	0	motif1	TE
RLG00010Zm00001d00236	2	0	motif1	TE
RLG00010Zm00001d00238	1	0	motif1	TE
RLG00010Zm00001d00239	3	0	motif1	TE
RLG00010Zm00001d00246	1	1	both	TE
RLG00010Zm00001d00247	3	0	motif1	TE
RLG00010Zm00001d00249	2	0	motif1	TE
RLG00010Zm00001d00252	2	0	motif1	TE
RLG00010Zm00001d00254	0	1	motif2	TE
RLG00010Zm00001d00256	0	1	motif2	TE
RLG00010Zm00001d00257	1	0	motif1	TE
RLG00010Zm00001d00258	0	1	motif2	TE
RLG00010Zm00001d00259	1	0	motif1	TE
RLG00010Zm00001d00261	1	0	motif1	TE
RLG00010Zm00001d00271	1	0	motif1	TE
RLG00010Zm00001d00274	1	0	motif1	TE
RLG00010Zm00001d00275	1	0	motif1	TE
RLG00010Zm00001d00278	1	0	motif1	TE
RLG00010Zm00001d00279	1	0	motif1	TE
RLG00010Zm00001d00280	4	0	motif1	TE
RLG00010Zm00001d00282	0	1	motif2	TE
RLG00010Zm00001d00284	3	0	motif1	TE
RLG00010Zm00001d00286	1	0	motif1	TE
RLG00010Zm00001d00288	1	0	motif1	TE
RLG00010Zm00001d00291	2	0	motif1	TE
RLG00010Zm00001d00292	1	0	motif1	TE
RLG00010Zm00001d00293	1	0	motif1	TE
RLG00010Zm00001d00295	1	0	motif1	TE
RLG00010Zm00001d00297	2	0	motif1	TE
RLG00010Zm00001d00299	0	1	motif2	TE
RLG00010Zm00001d00301	2	0	motif1	TE
RLG00010Zm00001d00302	1	0	motif1	TE
RLG00010Zm00001d00304	1	0	motif1	TE
RLG00010Zm00001d00306	0	1	motif2	TE
RLG00010Zm00001d00307	3	0	motif1	TE
RLG00010Zm00001d00308	1	0	motif1	TE
RLG00010Zm00001d00309	0	1	motif2	TE
RLG00010Zm00001d00316	2	0	motif1	TE
RLG00010Zm00001d00320	1	2	both	TE
RLG00010Zm00001d00323	1	0	motif1	TE
RLG00010Zm00001d00330	1	0	motif1	TE
RLG00010Zm00001d00335	2	0	motif1	TE
RLG00010Zm00001d00336	1	0	motif1	TE
RLG00010Zm00001d00339	1	0	motif1	TE
RLG00010Zm00001d00344	1	0	motif1	TE
RLG00010Zm00001d00345	1	0	motif1	TE
RLG00010Zm00001d00346	1	0	motif1	TE
RLG00010Zm00001d00347	1	0	motif1	TE
RLG00010Zm00001d00349	1	0	motif1	TE
RLG00010Zm00001d00350	1	0	motif1	TE
RLG00010Zm00001d00352	1	0	motif1	TE
RLG00010Zm00001d00353	1	0	motif1	TE
RLG00010Zm00001d00354	1	0	motif1	TE
RLG00010Zm00001d00356	2	0	motif1	TE
RLG00010Zm00001d00360	1	0	motif1	TE
RLG00010Zm00001d00364	0	1	motif2	TE
RLG00010Zm00001d00368	2	0	motif1	TE
RLG00010Zm00001d00369	4	0	motif1	TE
RLG00010Zm00001d00370	1	0	motif1	TE
RLG00010Zm00001d00371	1	0	motif1	TE
RLG00010Zm00001d00374	2	0	motif1	TE
RLG00010Zm00001d00375	1	0	motif1	TE
RLG00010Zm00001d00377	1	0	motif1	TE
RLG00010Zm00001d00378	1	0	motif1	TE
RLG00010Zm00001d00380	2	0	motif1	TE
RLG00010Zm00001d00388	1	0	motif1	TE
RLG00010Zm00001d00389	1	0	motif1	TE
RLG00010Zm00001d00392	1	1	both	TE
RLG00010Zm00001d00398	1	0	motif1	TE
RLG00010Zm00001d00400	2	0	motif1	TE
RLG00010Zm00001d00405	2	0	motif1	TE
RLG00010Zm00001d00406	2	0	motif1	TE
RLG00010Zm00001d00407	1	0	motif1	TE
RLG00010Zm00001d00408	1	0	motif1	TE
RLG00010Zm00001d00409	1	0	motif1	TE
RLG00010Zm00001d00413	1	0	motif1	TE
RLG00010Zm00001d00414	1	0	motif1	TE
RLG00010Zm00001d00415	2	0	motif1	TE
RLG00010Zm00001d00420	1	0	motif1	TE
RLG00010Zm00001d00421	1	0	motif1	TE
RLG00010Zm00001d00423	1	0	motif1	TE
RLG00010Zm00001d00425	2	0	motif1	TE
RLG00010Zm00001d00428	2	0	motif1	TE
RLG00010Zm00001d00430	0	1	motif2	TE
RLG00010Zm00001d00431	1	0	motif1	TE
RLG00010Zm00001d00432	1	0	motif1	TE
RLG00010Zm00001d00436	1	0	motif1	TE
RLG00010Zm00001d00437	1	0	motif1	TE
RLG00010Zm00001d00444	1	0	motif1	TE
RLG00010Zm00001d00446	5	0	motif1	TE
RLG00010Zm00001d00450	1	0	motif1	TE
RLG00010Zm00001d00451	1	0	motif1	TE
RLG00010Zm00001d00452	2	0	motif1	TE
RLG00010Zm00001d00455	2	0	motif1	TE
RLG00010Zm00001d00457	4	0	motif1	TE
RLG00010Zm00001d00458	3	0	motif1	TE
RLG00010Zm00001d00460	1	0	motif1	TE
RLG00010Zm00001d00461	1	0	motif1	TE
RLG00010Zm00001d00462	1	0	motif1	TE
RLG00010Zm00001d00465	1	0	motif1	TE
RLG00010Zm00001d00468	1	0	motif1	TE
RLG00010Zm00001d00469	1	0	motif1	TE
RLG00010Zm00001d00470	1	0	motif1	TE
RLG00010Zm00001d00472	1	0	motif1	TE
RLG00010Zm00001d00479	0	2	motif2	TE
RLG00010Zm00001d00481	1	2	both	TE
RLG00010Zm00001d00485	1	0	motif1	TE
RLG00010Zm00001d00486	1	0	motif1	TE
RLG00010Zm00001d00487	1	0	motif1	TE
RLG00010Zm00001d00489	1	0	motif1	TE
RLG00010Zm00001d00490	2	0	motif1	TE
RLG00010Zm00001d00502	1	0	motif1	TE
RLG00010Zm00001d00503	1	0	motif1	TE
RLG00010Zm00001d00504	1	1	both	TE
RLG00010Zm00001d00505	2	1	both	TE
RLG00010Zm00001d00506	2	0	motif1	TE
RLG00010Zm00001d00507	2	1	both	TE
RLG00010Zm00001d00510	1	0	motif1	TE
