feature	filter.imprint.BW	syntelog.BW	imprinted.both.BW	filter.imprint.BP	syntelog.BP	feature_type	imprint	syntelog	agreement	expression.type	motif1	motif2	motif.type	either.motif	imprint.syntelog	syntenic.grasses	has.go.term
Zm00001d049623	no.imprint	syntelog	no.imprint	no.imprint	syntelog	gene	no.imprint	conserved.maize	matched.call	constitutive	FALSE	FALSE	no.motif	no.motif	no.imprint_conserved.maize	syntenic.grasses	GO.term(s)
Zm00001d049627	no.imprint	syntelog	no.imprint	no.imprint	syntelog	gene	no.imprint	conserved.maize	matched.call	constitutive	FALSE	FALSE	no.motif	no.motif	no.imprint_conserved.maize	nonsyntenic.grasses	GO.term(s)
Zm00001d049628	no.imprint	non.syntelog	non.syntelog	no.imprint	syntelog	gene	no.imprint	variable	matched.call	constitutive	FALSE	FALSE	no.motif	no.motif	no.imprint_variable	nonsyntenic.grasses	no.GO
Zm00001d049630	no.imprint	syntelog	no.imprint	no.imprint	syntelog	gene	no.imprint	conserved.maize	matched.call	constitutive	FALSE	TRUE	motif2	has.motif	no.imprint_conserved.maize	nonsyntenic.grasses	GO.term(s)
Zm00001d049636	no.imprint	syntelog	no.imprint	no.imprint	syntelog	gene	no.imprint	conserved.maize	matched.call	constitutive	FALSE	TRUE	motif2	has.motif	no.imprint_conserved.maize	syntenic.grasses	GO.term(s)
Zm00001d049637	no.imprint	syntelog	no.imprint	no.imprint	syntelog	gene	no.imprint	conserved.maize	matched.call	constitutive	FALSE	FALSE	no.motif	no.motif	no.imprint_conserved.maize	syntenic.grasses	GO.term(s)
Zm00001d049638	no.imprint	syntelog	no.imprint	no.imprint	syntelog	gene	no.imprint	conserved.maize	matched.call	constitutive	FALSE	TRUE	motif2	has.motif	no.imprint_conserved.maize	nonsyntenic.grasses	GO.term(s)
Zm00001d049641	no.imprint	syntelog	no.imprint	no.imprint	syntelog	gene	no.imprint	conserved.maize	matched.call	constitutive	FALSE	FALSE	no.motif	no.motif	no.imprint_conserved.maize	syntenic.grasses	GO.term(s)
Zm00001d049642	no.imprint	syntelog	no.imprint	no.imprint	syntelog	gene	no.imprint	conserved.maize	matched.call	constitutive	FALSE	FALSE	no.motif	no.motif	no.imprint_conserved.maize	syntenic.grasses	GO.term(s)
Zm00001d049643	no.imprint	syntelog	no.imprint	not.detected	NA	gene	no.imprint	conserved.maize	mismatched_call	constitutive	FALSE	TRUE	motif2	has.motif	no.imprint_conserved.maize	syntenic.grasses	GO.term(s)
Zm00001d049647	no.imprint	syntelog	no.imprint	not.detected	NA	gene	no.imprint	conserved.maize	mismatched_call	constitutive	FALSE	TRUE	motif2	has.motif	no.imprint_conserved.maize	syntenic.grasses	GO.term(s)
Zm00001d049648	no.imprint	syntelog	no.imprint	no.imprint	syntelog	gene	no.imprint	conserved.maize	matched.call	constitutive	FALSE	TRUE	motif2	has.motif	no.imprint_conserved.maize	syntenic.grasses	GO.term(s)
Zm00001d049649	no.imprint	syntelog	no.imprint	no.imprint	syntelog	gene	no.imprint	conserved.maize	matched.call	constitutive	FALSE	FALSE	no.motif	no.motif	no.imprint_conserved.maize	nonsyntenic.grasses	GO.term(s)
Zm00001d049652	no.imprint	syntelog	no.imprint	no.imprint	syntelog	gene	no.imprint	conserved.maize	matched.call	constitutive	TRUE	TRUE	both	has.motif	no.imprint_conserved.maize	syntenic.grasses	GO.term(s)
Zm00001d049656	no.imprint	syntelog	no.imprint	no.imprint	syntelog	gene	no.imprint	conserved.maize	matched.call	constitutive	FALSE	FALSE	no.motif	no.motif	no.imprint_conserved.maize	syntenic.grasses	GO.term(s)
Zm00001d049660	no.imprint	non.syntelog	non.syntelog	no.imprint	syntelog	gene	no.imprint	variable	matched.call	constitutive	FALSE	FALSE	no.motif	no.motif	no.imprint_variable	syntenic.grasses	no.GO
Zm00001d049661	no.imprint	syntelog	no.imprint	no.imprint	syntelog	gene	no.imprint	conserved.maize	matched.call	constitutive	FALSE	FALSE	no.motif	no.motif	no.imprint_conserved.maize	syntenic.grasses	GO.term(s)
Zm00001d049662	not.detected	NA	NA	no.imprint	syntelog	gene	no.imprint	conserved.maize	mismatched_call	constitutive	TRUE	FALSE	motif1	has.motif	no.imprint_conserved.maize	syntenic.grasses	no.GO
Zm00001d049664	not.detected	NA	NA	no.imprint	non.syntelog	gene	no.imprint	variable	mismatched_call	constitutive	FALSE	TRUE	motif2	has.motif	no.imprint_variable	nonsyntenic.grasses	no.GO
Zm00001d049665	not.detected	NA	NA	no.imprint	syntelog	gene	no.imprint	conserved.maize	mismatched_call	constitutive	FALSE	FALSE	no.motif	no.motif	no.imprint_conserved.maize	syntenic.grasses	GO.term(s)
Zm00001d049666	no.imprint	syntelog	no.imprint	no.imprint	syntelog	gene	no.imprint	conserved.maize	matched.call	constitutive	FALSE	FALSE	no.motif	no.motif	no.imprint_conserved.maize	nonsyntenic.grasses	GO.term(s)
Zm00001d049668	no.imprint	non.syntelog	non.syntelog	no.imprint	syntelog	gene	no.imprint	variable	matched.call	constitutive	TRUE	FALSE	motif1	has.motif	no.imprint_variable	nonsyntenic.grasses	GO.term(s)
Zm00001d049674	no.imprint	syntelog	no.imprint	no.imprint	syntelog	gene	no.imprint	conserved.maize	matched.call	constitutive	FALSE	FALSE	no.motif	no.motif	no.imprint_conserved.maize	nonsyntenic.grasses	GO.term(s)
Zm00001d049676	no.imprint	syntelog	no.imprint	no.imprint	syntelog	gene	no.imprint	conserved.maize	matched.call	constitutive	TRUE	TRUE	both	has.motif	no.imprint_conserved.maize	nonsyntenic.grasses	GO.term(s)
Zm00001d049680	no.imprint	syntelog	no.imprint	no.imprint	syntelog	gene	no.imprint	conserved.maize	matched.call	constitutive	FALSE	FALSE	no.motif	no.motif	no.imprint_conserved.maize	syntenic.grasses	GO.term(s)
Zm00001d049685	no.imprint	syntelog	no.imprint	no.imprint	syntelog	gene	no.imprint	conserved.maize	matched.call	constitutive	FALSE	TRUE	motif2	has.motif	no.imprint_conserved.maize	syntenic.grasses	GO.term(s)
Zm00001d049688	not.detected	NA	NA	no.imprint	syntelog	gene	no.imprint	conserved.maize	mismatched_call	constitutive	FALSE	FALSE	no.motif	no.motif	no.imprint_conserved.maize	nonsyntenic.grasses	GO.term(s)
Zm00001d049691	no.imprint	syntelog	no.imprint	no.imprint	syntelog	gene	no.imprint	conserved.maize	matched.call	constitutive	FALSE	FALSE	no.motif	no.motif	no.imprint_conserved.maize	nonsyntenic.grasses	GO.term(s)
Zm00001d049694	not.detected	NA	NA	no.imprint	syntelog	gene	no.imprint	conserved.maize	mismatched_call	constitutive	TRUE	FALSE	motif1	has.motif	no.imprint_conserved.maize	syntenic.grasses	GO.term(s)
Zm00001d049698	no.imprint	non.syntelog	non.syntelog	no.imprint	non.syntelog	gene	no.imprint	variable	matched.call	constitutive	FALSE	FALSE	no.motif	no.motif	no.imprint_variable	nonsyntenic.grasses	GO.term(s)
Zm00001d049703	no.imprint	syntelog	no.imprint	no.imprint	syntelog	gene	no.imprint	conserved.maize	matched.call	constitutive	TRUE	FALSE	motif1	has.motif	no.imprint_conserved.maize	syntenic.grasses	GO.term(s)
Zm00001d049706	no.imprint	syntelog	no.imprint	no.imprint	syntelog	gene	no.imprint	conserved.maize	matched.call	constitutive	FALSE	FALSE	no.motif	no.motif	no.imprint_conserved.maize	syntenic.grasses	GO.term(s)
Zm00001d049707	no.imprint	syntelog	no.imprint	no.imprint	syntelog	gene	no.imprint	conserved.maize	matched.call	constitutive	TRUE	TRUE	both	has.motif	no.imprint_conserved.maize	nonsyntenic.grasses	GO.term(s)
Zm00001d049708	not.detected	NA	NA	no.imprint	syntelog	gene	no.imprint	conserved.maize	mismatched_call	constitutive	TRUE	TRUE	both	has.motif	no.imprint_conserved.maize	nonsyntenic.grasses	GO.term(s)
Zm00001d049709	not.detected	NA	NA	no.imprint	syntelog	gene	no.imprint	conserved.maize	mismatched_call	constitutive	TRUE	TRUE	both	has.motif	no.imprint_conserved.maize	syntenic.grasses	GO.term(s)
Zm00001d049712	no.imprint	syntelog	no.imprint	no.imprint	syntelog	gene	no.imprint	conserved.maize	matched.call	constitutive	FALSE	FALSE	no.motif	no.motif	no.imprint_conserved.maize	syntenic.grasses	GO.term(s)
Zm00001d049713	no.imprint	syntelog	no.imprint	no.imprint	syntelog	gene	no.imprint	conserved.maize	matched.call	constitutive	FALSE	FALSE	no.motif	no.motif	no.imprint_conserved.maize	syntenic.grasses	GO.term(s)
Zm00001d049714	no.imprint	syntelog	no.imprint	no.imprint	syntelog	gene	no.imprint	conserved.maize	matched.call	constitutive	TRUE	TRUE	both	has.motif	no.imprint_conserved.maize	syntenic.grasses	GO.term(s)
Zm00001d049716	no.imprint	syntelog	no.imprint	not.detected	NA	gene	no.imprint	conserved.maize	mismatched_call	constitutive	FALSE	FALSE	no.motif	no.motif	no.imprint_conserved.maize	syntenic.grasses	GO.term(s)
Zm00001d049717	not.detected	NA	NA	no.imprint	syntelog	gene	no.imprint	conserved.maize	mismatched_call	constitutive	FALSE	FALSE	no.motif	no.motif	no.imprint_conserved.maize	nonsyntenic.grasses	no.GO
Zm00001d049718	no.imprint	syntelog	no.imprint	no.imprint	syntelog	gene	no.imprint	conserved.maize	matched.call	constitutive	TRUE	FALSE	motif1	has.motif	no.imprint_conserved.maize	syntenic.grasses	GO.term(s)
Zm00001d049723	no.imprint	non.syntelog	non.syntelog	no.imprint	syntelog	gene	no.imprint	variable	matched.call	constitutive	FALSE	FALSE	no.motif	no.motif	no.imprint_variable	nonsyntenic.grasses	GO.term(s)
Zm00001d049724	no.imprint	syntelog	no.imprint	not.detected	NA	gene	no.imprint	conserved.maize	mismatched_call	constitutive	FALSE	FALSE	no.motif	no.motif	no.imprint_conserved.maize	syntenic.grasses	GO.term(s)
Zm00001d049725	no.imprint	syntelog	no.imprint	not.detected	NA	gene	no.imprint	conserved.maize	mismatched_call	constitutive	TRUE	FALSE	motif1	has.motif	no.imprint_conserved.maize	nonsyntenic.grasses	GO.term(s)
Zm00001d049726	no.imprint	non.syntelog	non.syntelog	no.imprint	non.syntelog	gene	no.imprint	variable	matched.call	constitutive	FALSE	TRUE	motif2	has.motif	no.imprint_variable	nonsyntenic.grasses	GO.term(s)
Zm00001d049729	no.imprint	syntelog	no.imprint	no.imprint	syntelog	gene	no.imprint	conserved.maize	matched.call	constitutive	TRUE	FALSE	motif1	has.motif	no.imprint_conserved.maize	syntenic.grasses	GO.term(s)
Zm00001d049730	not.detected	NA	NA	no.imprint	syntelog	gene	no.imprint	conserved.maize	mismatched_call	constitutive	FALSE	TRUE	motif2	has.motif	no.imprint_conserved.maize	syntenic.grasses	GO.term(s)
Zm00001d049734	no.imprint	syntelog	no.imprint	no.imprint	syntelog	gene	no.imprint	conserved.maize	matched.call	constitutive	FALSE	FALSE	no.motif	no.motif	no.imprint_conserved.maize	syntenic.grasses	GO.term(s)
Zm00001d049736	no.imprint	syntelog	no.imprint	no.imprint	syntelog	gene	no.imprint	conserved.maize	matched.call	constitutive	FALSE	FALSE	no.motif	no.motif	no.imprint_conserved.maize	syntenic.grasses	GO.term(s)
Zm00001d049737	no.imprint	syntelog	no.imprint	no.imprint	syntelog	gene	no.imprint	conserved.maize	matched.call	constitutive	FALSE	FALSE	no.motif	no.motif	no.imprint_conserved.maize	syntenic.grasses	GO.term(s)
Zm00001d049738	no.imprint	syntelog	no.imprint	no.imprint	syntelog	gene	no.imprint	conserved.maize	matched.call	constitutive	FALSE	TRUE	motif2	has.motif	no.imprint_conserved.maize	syntenic.grasses	GO.term(s)
Zm00001d049744	no.imprint	syntelog	no.imprint	no.imprint	syntelog	gene	no.imprint	conserved.maize	matched.call	constitutive	FALSE	FALSE	no.motif	no.motif	no.imprint_conserved.maize	nonsyntenic.grasses	GO.term(s)
Zm00001d049746	no.imprint	syntelog	no.imprint	no.imprint	syntelog	gene	no.imprint	conserved.maize	matched.call	constitutive	FALSE	TRUE	motif2	has.motif	no.imprint_conserved.maize	syntenic.grasses	GO.term(s)
Zm00001d049750	not.detected	NA	NA	no.imprint	syntelog	gene	no.imprint	conserved.maize	mismatched_call	constitutive	FALSE	FALSE	no.motif	no.motif	no.imprint_conserved.maize	syntenic.grasses	GO.term(s)
Zm00001d049753	no.imprint	syntelog	no.imprint	no.imprint	syntelog	gene	no.imprint	conserved.maize	matched.call	endo.preferred	TRUE	TRUE	both	has.motif	no.imprint_conserved.maize	syntenic.grasses	GO.term(s)
Zm00001d049759	no.imprint	syntelog	no.imprint	no.imprint	syntelog	gene	no.imprint	conserved.maize	matched.call	constitutive	FALSE	FALSE	no.motif	no.motif	no.imprint_conserved.maize	nonsyntenic.grasses	GO.term(s)
Zm00001d049760	not.detected	NA	NA	no.imprint	syntelog	gene	no.imprint	conserved.maize	mismatched_call	constitutive	TRUE	TRUE	both	has.motif	no.imprint_conserved.maize	syntenic.grasses	GO.term(s)
Zm00001d049761	no.imprint	syntelog	no.imprint	no.imprint	syntelog	gene	no.imprint	conserved.maize	matched.call	constitutive	TRUE	TRUE	both	has.motif	no.imprint_conserved.maize	nonsyntenic.grasses	GO.term(s)
Zm00001d049762	no.imprint	syntelog	no.imprint	no.imprint	syntelog	gene	no.imprint	conserved.maize	matched.call	constitutive	FALSE	TRUE	motif2	has.motif	no.imprint_conserved.maize	nonsyntenic.grasses	GO.term(s)
Zm00001d049763	not.detected	NA	NA	no.imprint	syntelog	gene	no.imprint	conserved.maize	mismatched_call	constitutive	FALSE	FALSE	no.motif	no.motif	no.imprint_conserved.maize	syntenic.grasses	GO.term(s)
Zm00001d049764	no.imprint	syntelog	no.imprint	no.imprint	syntelog	gene	no.imprint	conserved.maize	matched.call	constitutive	TRUE	FALSE	motif1	has.motif	no.imprint_conserved.maize	syntenic.grasses	GO.term(s)
Zm00001d049766	not.detected	NA	NA	no.imprint	syntelog	gene	no.imprint	conserved.maize	mismatched_call	constitutive	FALSE	FALSE	no.motif	no.motif	no.imprint_conserved.maize	syntenic.grasses	GO.term(s)
Zm00001d049767	no.imprint	syntelog	no.imprint	no.imprint	syntelog	gene	no.imprint	conserved.maize	matched.call	constitutive	FALSE	TRUE	motif2	has.motif	no.imprint_conserved.maize	syntenic.grasses	GO.term(s)
Zm00001d049768	not.detected	NA	NA	no.imprint	syntelog	gene	no.imprint	conserved.maize	mismatched_call	constitutive	TRUE	FALSE	motif1	has.motif	no.imprint_conserved.maize	syntenic.grasses	no.GO
Zm00001d049771	not.detected	NA	NA	no.imprint	non.syntelog	gene	no.imprint	variable	mismatched_call	constitutive	TRUE	TRUE	both	has.motif	no.imprint_variable	nonsyntenic.grasses	GO.term(s)
Zm00001d049785	no.imprint	syntelog	no.imprint	no.imprint	syntelog	gene	no.imprint	conserved.maize	matched.call	constitutive	TRUE	FALSE	motif1	has.motif	no.imprint_conserved.maize	syntenic.grasses	GO.term(s)
Zm00001d049786	no.imprint	syntelog	no.imprint	no.imprint	syntelog	gene	no.imprint	conserved.maize	matched.call	constitutive	FALSE	FALSE	no.motif	no.motif	no.imprint_conserved.maize	syntenic.grasses	GO.term(s)
Zm00001d049789	no.imprint	syntelog	no.imprint	no.imprint	non.syntelog	gene	no.imprint	variable	matched.call	constitutive	FALSE	FALSE	no.motif	no.motif	no.imprint_variable	syntenic.grasses	GO.term(s)
Zm00001d049790	no.imprint	syntelog	no.imprint	no.imprint	syntelog	gene	no.imprint	conserved.maize	matched.call	constitutive	FALSE	FALSE	no.motif	no.motif	no.imprint_conserved.maize	nonsyntenic.grasses	GO.term(s)
Zm00001d049796	no.imprint	syntelog	no.imprint	no.imprint	syntelog	gene	no.imprint	conserved.maize	matched.call	constitutive	FALSE	FALSE	no.motif	no.motif	no.imprint_conserved.maize	syntenic.grasses	GO.term(s)
Zm00001d049798	no.imprint	syntelog	no.imprint	no.imprint	syntelog	gene	no.imprint	conserved.maize	matched.call	constitutive	TRUE	TRUE	both	has.motif	no.imprint_conserved.maize	syntenic.grasses	GO.term(s)
Zm00001d049800	no.imprint	syntelog	no.imprint	no.imprint	syntelog	gene	no.imprint	conserved.maize	matched.call	constitutive	FALSE	FALSE	no.motif	no.motif	no.imprint_conserved.maize	syntenic.grasses	GO.term(s)
Zm00001d049805	no.imprint	syntelog	no.imprint	no.imprint	syntelog	gene	no.imprint	conserved.maize	matched.call	constitutive	FALSE	FALSE	no.motif	no.motif	no.imprint_conserved.maize	syntenic.grasses	GO.term(s)
Zm00001d049806	no.imprint	syntelog	no.imprint	not.detected	NA	gene	no.imprint	conserved.maize	mismatched_call	endo.preferred	TRUE	TRUE	both	has.motif	no.imprint_conserved.maize	nonsyntenic.grasses	GO.term(s)
Zm00001d049807	no.imprint	syntelog	no.imprint	not.detected	NA	gene	no.imprint	conserved.maize	mismatched_call	constitutive	TRUE	FALSE	motif1	has.motif	no.imprint_conserved.maize	syntenic.grasses	GO.term(s)
Zm00001d049809	no.imprint	syntelog	no.imprint	not.detected	NA	gene	no.imprint	conserved.maize	mismatched_call	constitutive	FALSE	FALSE	no.motif	no.motif	no.imprint_conserved.maize	syntenic.grasses	no.GO
Zm00001d049815	no.imprint	syntelog	no.imprint	no.imprint	syntelog	gene	no.imprint	conserved.maize	matched.call	constitutive	FALSE	FALSE	no.motif	no.motif	no.imprint_conserved.maize	syntenic.grasses	GO.term(s)
Zm00001d049817	no.imprint	non.syntelog	non.syntelog	no.imprint	syntelog	gene	no.imprint	variable	matched.call	constitutive	TRUE	TRUE	both	has.motif	no.imprint_variable	nonsyntenic.grasses	GO.term(s)
Zm00001d049821	no.imprint	syntelog	no.imprint	not.detected	NA	gene	no.imprint	conserved.maize	mismatched_call	constitutive	FALSE	TRUE	motif2	has.motif	no.imprint_conserved.maize	syntenic.grasses	GO.term(s)
Zm00001d049823	no.imprint	syntelog	no.imprint	no.imprint	syntelog	gene	no.imprint	conserved.maize	matched.call	constitutive	FALSE	FALSE	no.motif	no.motif	no.imprint_conserved.maize	syntenic.grasses	GO.term(s)
Zm00001d049826	no.imprint	syntelog	no.imprint	no.imprint	syntelog	gene	no.imprint	conserved.maize	matched.call	constitutive	FALSE	FALSE	no.motif	no.motif	no.imprint_conserved.maize	syntenic.grasses	GO.term(s)
Zm00001d049830	no.imprint	non.syntelog	non.syntelog	no.imprint	non.syntelog	gene	no.imprint	variable	matched.call	constitutive	TRUE	FALSE	motif1	has.motif	no.imprint_variable	nonsyntenic.grasses	GO.term(s)
Zm00001d049831	no.imprint	syntelog	no.imprint	no.imprint	syntelog	gene	no.imprint	conserved.maize	matched.call	constitutive	FALSE	FALSE	no.motif	no.motif	no.imprint_conserved.maize	syntenic.grasses	GO.term(s)
Zm00001d049832	no.imprint	syntelog	no.imprint	no.imprint	syntelog	gene	no.imprint	conserved.maize	matched.call	constitutive	FALSE	TRUE	motif2	has.motif	no.imprint_conserved.maize	syntenic.grasses	GO.term(s)
Zm00001d049834	no.imprint	syntelog	no.imprint	no.imprint	syntelog	gene	no.imprint	conserved.maize	matched.call	constitutive	FALSE	FALSE	no.motif	no.motif	no.imprint_conserved.maize	syntenic.grasses	no.GO
Zm00001d049835	no.imprint	syntelog	no.imprint	no.imprint	syntelog	gene	no.imprint	conserved.maize	matched.call	constitutive	FALSE	FALSE	no.motif	no.motif	no.imprint_conserved.maize	syntenic.grasses	GO.term(s)
Zm00001d049848	no.imprint	non.syntelog	non.syntelog	not.detected	NA	gene	no.imprint	variable	mismatched_call	constitutive	FALSE	FALSE	no.motif	no.motif	no.imprint_variable	nonsyntenic.grasses	no.GO
Zm00001d049853	no.imprint	syntelog	no.imprint	no.imprint	syntelog	gene	no.imprint	conserved.maize	matched.call	constitutive	FALSE	FALSE	no.motif	no.motif	no.imprint_conserved.maize	syntenic.grasses	no.GO
Zm00001d049854	no.imprint	non.syntelog	non.syntelog	not.detected	NA	gene	no.imprint	variable	mismatched_call	constitutive	FALSE	FALSE	no.motif	no.motif	no.imprint_variable	nonsyntenic.grasses	GO.term(s)
Zm00001d049855	no.imprint	syntelog	no.imprint	no.imprint	syntelog	gene	no.imprint	conserved.maize	matched.call	constitutive	TRUE	TRUE	both	has.motif	no.imprint_conserved.maize	nonsyntenic.grasses	GO.term(s)
Zm00001d049856	no.imprint	syntelog	no.imprint	no.imprint	syntelog	gene	no.imprint	conserved.maize	matched.call	endo.preferred	TRUE	FALSE	motif1	has.motif	no.imprint_conserved.maize	nonsyntenic.grasses	GO.term(s)
Zm00001d049858	no.imprint	syntelog	no.imprint	not.detected	NA	gene	no.imprint	conserved.maize	mismatched_call	constitutive	FALSE	FALSE	no.motif	no.motif	no.imprint_conserved.maize	syntenic.grasses	GO.term(s)
Zm00001d049872	no.imprint	non.syntelog	non.syntelog	not.detected	NA	gene	no.imprint	variable	mismatched_call	constitutive	TRUE	TRUE	both	has.motif	no.imprint_variable	nonsyntenic.grasses	GO.term(s)
Zm00001d049873	not.detected	NA	NA	no.imprint	syntelog	gene	no.imprint	conserved.maize	mismatched_call	constitutive	TRUE	FALSE	motif1	has.motif	no.imprint_conserved.maize	syntenic.grasses	GO.term(s)
Zm00001d049882	not.detected	NA	NA	no.imprint	non.syntelog	gene	no.imprint	variable	mismatched_call	constitutive	FALSE	FALSE	no.motif	no.motif	no.imprint_variable	nonsyntenic.grasses	GO.term(s)
Zm00001d049886	no.imprint	syntelog	no.imprint	not.detected	NA	gene	no.imprint	conserved.maize	mismatched_call	constitutive	FALSE	TRUE	motif2	has.motif	no.imprint_conserved.maize	syntenic.grasses	GO.term(s)
Zm00001d049888	no.imprint	syntelog	no.imprint	not.detected	NA	gene	no.imprint	conserved.maize	mismatched_call	constitutive	TRUE	TRUE	both	has.motif	no.imprint_conserved.maize	syntenic.grasses	GO.term(s)
Zm00001d049892	not.detected	NA	NA	no.imprint	syntelog	gene	no.imprint	conserved.maize	mismatched_call	constitutive	FALSE	FALSE	no.motif	no.motif	no.imprint_conserved.maize	syntenic.grasses	GO.term(s)
Zm00001d049894	no.imprint	syntelog	no.imprint	no.imprint	syntelog	gene	no.imprint	conserved.maize	matched.call	constitutive	TRUE	TRUE	both	has.motif	no.imprint_conserved.maize	syntenic.grasses	GO.term(s)
Zm00001d049911	no.imprint	syntelog	no.imprint	not.detected	NA	gene	no.imprint	conserved.maize	mismatched_call	endo.preferred	FALSE	TRUE	motif2	has.motif	no.imprint_conserved.maize	syntenic.grasses	GO.term(s)
Zm00001d049913	no.imprint	syntelog	no.imprint	no.imprint	syntelog	gene	no.imprint	conserved.maize	matched.call	constitutive	FALSE	TRUE	motif2	has.motif	no.imprint_conserved.maize	syntenic.grasses	GO.term(s)
Zm00001d049928	no.imprint	syntelog	no.imprint	no.imprint	syntelog	gene	no.imprint	conserved.maize	matched.call	constitutive	TRUE	FALSE	motif1	has.motif	no.imprint_conserved.maize	syntenic.grasses	GO.term(s)
Zm00001d049929	no.imprint	syntelog	no.imprint	no.imprint	syntelog	gene	no.imprint	conserved.maize	matched.call	constitutive	TRUE	FALSE	motif1	has.motif	no.imprint_conserved.maize	syntenic.grasses	GO.term(s)
Zm00001d049930	no.imprint	syntelog	no.imprint	no.imprint	syntelog	gene	no.imprint	conserved.maize	matched.call	constitutive	FALSE	FALSE	no.motif	no.motif	no.imprint_conserved.maize	syntenic.grasses	GO.term(s)
Zm00001d049933	no.imprint	syntelog	no.imprint	no.imprint	syntelog	gene	no.imprint	conserved.maize	matched.call	constitutive	FALSE	FALSE	no.motif	no.motif	no.imprint_conserved.maize	nonsyntenic.grasses	GO.term(s)
Zm00001d049938	no.imprint	syntelog	no.imprint	not.detected	NA	gene	no.imprint	conserved.maize	mismatched_call	constitutive	FALSE	FALSE	no.motif	no.motif	no.imprint_conserved.maize	nonsyntenic.grasses	GO.term(s)
Zm00001d049939	no.imprint	syntelog	no.imprint	no.imprint	syntelog	gene	no.imprint	conserved.maize	matched.call	constitutive	TRUE	FALSE	motif1	has.motif	no.imprint_conserved.maize	syntenic.grasses	GO.term(s)
Zm00001d049940	no.imprint	syntelog	no.imprint	no.imprint	syntelog	gene	no.imprint	conserved.maize	matched.call	constitutive	FALSE	TRUE	motif2	has.motif	no.imprint_conserved.maize	syntenic.grasses	GO.term(s)
Zm00001d049945	no.imprint	syntelog	no.imprint	no.imprint	syntelog	gene	no.imprint	conserved.maize	matched.call	constitutive	FALSE	TRUE	motif2	has.motif	no.imprint_conserved.maize	nonsyntenic.grasses	GO.term(s)
Zm00001d049948	no.imprint	syntelog	no.imprint	not.detected	NA	gene	no.imprint	conserved.maize	mismatched_call	constitutive	FALSE	FALSE	no.motif	no.motif	no.imprint_conserved.maize	nonsyntenic.grasses	GO.term(s)
Zm00001d049952	no.imprint	syntelog	inconsistent.imprint	not.detected	NA	gene	no.imprint	conserved.maize	mismatched_call	constitutive	TRUE	FALSE	motif1	has.motif	no.imprint_conserved.maize	nonsyntenic.grasses	GO.term(s)
Zm00001d049954	no.imprint	syntelog	no.imprint	no.imprint	syntelog	gene	no.imprint	conserved.maize	matched.call	constitutive	FALSE	FALSE	no.motif	no.motif	no.imprint_conserved.maize	syntenic.grasses	GO.term(s)
Zm00001d049956	no.imprint	syntelog	no.imprint	no.imprint	syntelog	gene	no.imprint	conserved.maize	matched.call	constitutive	FALSE	FALSE	no.motif	no.motif	no.imprint_conserved.maize	syntenic.grasses	GO.term(s)
Zm00001d049958	no.imprint	syntelog	no.imprint	no.imprint	syntelog	gene	no.imprint	conserved.maize	matched.call	constitutive	FALSE	FALSE	no.motif	no.motif	no.imprint_conserved.maize	nonsyntenic.grasses	GO.term(s)
Zm00001d049959	no.imprint	syntelog	no.imprint	no.imprint	syntelog	gene	no.imprint	conserved.maize	matched.call	constitutive	FALSE	FALSE	no.motif	no.motif	no.imprint_conserved.maize	syntenic.grasses	GO.term(s)
Zm00001d049965	no.imprint	syntelog	no.imprint	not.detected	NA	gene	no.imprint	conserved.maize	mismatched_call	constitutive	TRUE	FALSE	motif1	has.motif	no.imprint_conserved.maize	syntenic.grasses	GO.term(s)
Zm00001d049966	no.imprint	non.syntelog	non.syntelog	not.detected	NA	gene	no.imprint	variable	mismatched_call	constitutive	FALSE	TRUE	motif2	has.motif	no.imprint_variable	syntenic.grasses	GO.term(s)
Zm00001d049974	no.imprint	syntelog	no.imprint	not.detected	NA	gene	no.imprint	conserved.maize	mismatched_call	constitutive	FALSE	FALSE	no.motif	no.motif	no.imprint_conserved.maize	nonsyntenic.grasses	GO.term(s)
Zm00001d049975	no.imprint	syntelog	no.imprint	no.imprint	syntelog	gene	no.imprint	conserved.maize	matched.call	constitutive	FALSE	TRUE	motif2	has.motif	no.imprint_conserved.maize	nonsyntenic.grasses	no.GO
Zm00001d049978	MEG	non.syntelog	non.syntelog	not.detected	NA	gene	MEG	variable	mismatched_call	endo.preferred	TRUE	FALSE	motif1	has.motif	MEG_variable	nonsyntenic.grasses	no.GO
Zm00001d049979	no.imprint	non.syntelog	non.syntelog	no.imprint	non.syntelog	gene	no.imprint	variable	matched.call	constitutive	FALSE	FALSE	no.motif	no.motif	no.imprint_variable	nonsyntenic.grasses	no.GO
Zm00001d049980	no.imprint	syntelog	no.imprint	not.detected	NA	gene	no.imprint	conserved.maize	mismatched_call	constitutive	TRUE	TRUE	both	has.motif	no.imprint_conserved.maize	nonsyntenic.grasses	GO.term(s)
Zm00001d049982	no.imprint	syntelog	no.imprint	no.imprint	syntelog	gene	no.imprint	conserved.maize	matched.call	constitutive	FALSE	FALSE	no.motif	no.motif	no.imprint_conserved.maize	nonsyntenic.grasses	GO.term(s)
Zm00001d049984	no.imprint	syntelog	no.imprint	no.imprint	syntelog	gene	no.imprint	conserved.maize	matched.call	constitutive	TRUE	FALSE	motif1	has.motif	no.imprint_conserved.maize	nonsyntenic.grasses	GO.term(s)
