gene	TE
Zm00001d022091	DHH00002Zm00001d04670
Zm00001d022098	DHH00002Zm00001d09726
Zm00001d022145	DHH00002Zm00001d09729
Zm00001d022146	DHH00002Zm00001d09729
Zm00001d022214	DHH00002Zm00001d04675
Zm00001d022217	RLX22163Zm00001d00001
Zm00001d022221	RLX22163Zm00001d00001
Zm00001d022218	RLX22163Zm00001d00001
Zm00001d022218	RLX06814Zm00001d00001
Zm00001d022269	RLX22162Zm00001d00001
Zm00001d022281	RLX17658Zm00001d00001
Zm00001d022282	RLX17658Zm00001d00001
Zm00001d022280	RLX17658Zm00001d00001
Zm00001d022291	DHH00002Zm00001d04677
Zm00001d022310	DHH00002Zm00001d09744
Zm00001d022320	RLX18199Zm00001d00001
Zm00001d022331	RIT00001Zm00001d00132
Zm00001d022344	RLX18013Zm00001d00001
Zm00001d022346	RLX18013Zm00001d00001
Zm00001d022344	RLX18606Zm00001d00001
Zm00001d022346	RLX18606Zm00001d00001
Zm00001d022382	RLX22159Zm00001d00001
Zm00001d022383	RLX22159Zm00001d00001
Zm00001d022382	DHH00002Zm00001d04684
Zm00001d022392	DHH00002Zm00001d04685
Zm00001d022419	DHH00002Zm00001d09757
Zm00001d022422	DHH00002Zm00001d09758
Zm00001d022470	DHH00002Zm00001d09761
Zm00001d022475	DHH00002Zm00001d09762
Zm00001d022483	DHH00029Zm00001d00068
Zm00001d022516	RLX18012Zm00001d00001
Zm00001d022519	DHH00002Zm00001d09768
Zm00001d022520	DHH00002Zm00001d09768
Zm00001d022528	DHH00002Zm00001d04690
Zm00001d022555	RLG22157Zm00001d00001
Zm00001d022589	DHH00002Zm00001d04693
Zm00001d022623	DHH00002Zm00001d09775
Zm00001d022648	RLX19661Zm00001d00001
Zm00001d008172	DHH00002Zm00001d09780
Zm00001d008182	DHH00002Zm00001d09783
Zm00001d008184	DHH00002Zm00001d09783
Zm00001d008186	DHH00002Zm00001d09783
Zm00001d008185	DHH00002Zm00001d09783
Zm00001d008182	DTH00073Zm00001d00083
Zm00001d008213	DHH00002Zm00001d04705
Zm00001d008232	DHH00003Zm00001d04509
Zm00001d008240	DHH00002Zm00001d04708
Zm00001d008274	DHH00002Zm00001d04711
Zm00001d008277	DHH00002Zm00001d04712
Zm00001d008341	RLG00012Zm00001d00980
Zm00001d008341	RLX17986Zm00001d00001
Zm00001d008382	DHH00002Zm00001d09793
Zm00001d008384	DHH00002Zm00001d04721
Zm00001d008414	RLG00071Zm00001d00014
Zm00001d008414	RLC01134Zm00001d00002
Zm00001d008419	DHH00002Zm00001d09795
Zm00001d008437	DHH00002Zm00001d04727
Zm00001d008447	DHH00002Zm00001d09796
Zm00001d008448	DHH00029Zm00001d00069
Zm00001d008450	RLG00012Zm00001d00801
Zm00001d008450	RLX21574Zm00001d00001
Zm00001d008461	RLX17206Zm00001d00001
Zm00001d008460	RLX17206Zm00001d00001
Zm00001d008466	RLX06720Zm00001d00001
Zm00001d008534	DHH00002Zm00001d04738
Zm00001d008560	DHH00002Zm00001d09810
Zm00001d008572	RLG04585Zm00001d00001
Zm00001d008571	RLG04585Zm00001d00001
Zm00001d008574	DHH00002Zm00001d04742
Zm00001d008575	DHH00002Zm00001d04742
Zm00001d008605	RLG19345Zm00001d00001
Zm00001d008615	DHH00002Zm00001d04747
Zm00001d008638	RLC00096Zm00001d00013
Zm00001d008671	RLG00073Zm00001d00029
Zm00001d008687	DHH00002Zm00001d04751
Zm00001d008688	DHH00002Zm00001d04751
Zm00001d008697	DHH00002Zm00001d04754
Zm00001d008707	RLC18488Zm00001d00001
Zm00001d008707	RLX19341Zm00001d00001
Zm00001d008711	DHH00002Zm00001d04757
Zm00001d008715	DHH00802Zm00001d00001
Zm00001d008760	RLG00969Zm00001d00005
Zm00001d008761	RLG00969Zm00001d00005
Zm00001d008760	RLX19337Zm00001d00001
Zm00001d008761	RLX19337Zm00001d00001
Zm00001d008760	RLX01403Zm00001d00001
Zm00001d008761	RLX01403Zm00001d00001
Zm00001d008766	DHH00002Zm00001d04762
Zm00001d008771	RLX06664Zm00001d00001
Zm00001d008809	RLG17285Zm00001d00001
Zm00001d008810	RLG17285Zm00001d00001
Zm00001d008814	DHH00002Zm00001d09831
Zm00001d008821	DHH00002Zm00001d09833
Zm00001d008823	DHH00002Zm00001d09833
Zm00001d008845	DHH00002Zm00001d04776
Zm00001d008854	DHH00002Zm00001d04779
Zm00001d008855	DHH00002Zm00001d04779
Zm00001d008856	RLG00072Zm00001d00011
Zm00001d008857	RLC18480Zm00001d00001
Zm00001d008857	RLC04452Zm00001d00001
Zm00001d008886	RLG00010Zm00001d00700
Zm00001d008942	RLG21498Zm00001d00001
Zm00001d009019	DHH00002Zm00001d09849
Zm00001d009046	RLX19312Zm00001d00001
Zm00001d009047	RLG04373Zm00001d00002
Zm00001d009049	RLX21468Zm00001d00001
Zm00001d009051	RLG00012Zm00001d00941
Zm00001d009051	RLG04573Zm00001d00002
Zm00001d009059	DTX11532Zm00001d01217
Zm00001d009083	RLX06561Zm00001d00001
Zm00001d009086	DHH00002Zm00001d09862
Zm00001d009088	DHH00002Zm00001d04801
Zm00001d009089	DHH00002Zm00001d04801
Zm00001d009091	DHH00002Zm00001d04801
Zm00001d009101	DHH00002Zm00001d04802
Zm00001d009102	DHH00002Zm00001d09865
Zm00001d009104	DHH00002Zm00001d09866
Zm00001d009105	DHH00002Zm00001d09866
Zm00001d009111	RLC18154Zm00001d00001
Zm00001d009111	RLG00072Zm00001d00055
Zm00001d009111	RLX00583Zm00001d00006
Zm00001d009111	RLG02220Zm00001d00003
Zm00001d009111	DHH00002Zm00001d09871
Zm00001d009114	RLX21438Zm00001d00001
Zm00001d009129	RLG00047Zm00001d00039
Zm00001d009134	DHH00002Zm00001d09876
Zm00001d009135	DHH00002Zm00001d09876
Zm00001d009141	RLC01390Zm00001d00002
Zm00001d009141	RLG00071Zm00001d00020
Zm00001d009144	RLX06540Zm00001d00001
Zm00001d009145	RLX06540Zm00001d00001
Zm00001d009180	RLG19301Zm00001d00001
Zm00001d009180	RLX21421Zm00001d00001
Zm00001d009195	DHH00002Zm00001d04816
Zm00001d009201	RLC00494Zm00001d00002
Zm00001d009227	RLG01293Zm00001d00003
Zm00001d009229	RLX19291Zm00001d00001
Zm00001d009234	DHH00002Zm00001d04821
Zm00001d009237	DHH00002Zm00001d04822
Zm00001d009241	DHH00002Zm00001d04825
Zm00001d009242	RLG18459Zm00001d00001
Zm00001d009253	RLG19286Zm00001d00001
Zm00001d009253	RLG00001Zm00001d10983
Zm00001d009255	RLG00043Zm00001d00117
Zm00001d009256	RLG00043Zm00001d00117
Zm00001d009259	RLG00047Zm00001d00113
Zm00001d009263	DHH00002Zm00001d09888
Zm00001d009265	RLG00960Zm00001d00002
Zm00001d009267	RLG00300Zm00001d00006
Zm00001d009268	RLG00300Zm00001d00006
Zm00001d009268	DHH00002Zm00001d04832
Zm00001d009280	DHH00002Zm00001d09892
Zm00001d009286	RLG04448Zm00001d00002
Zm00001d009286	RLG19277Zm00001d00001
Zm00001d009289	DHH00002Zm00001d04833
Zm00001d009305	DHH00001Zm00001d10242
Zm00001d009335	DHH00002Zm00001d04838
Zm00001d009342	RLG00051Zm00001d00091
Zm00001d009343	RLG21326Zm00001d00001
Zm00001d009343	RLG00010Zm00001d00716
Zm00001d009348	RLG19263Zm00001d00001
Zm00001d009350	DHH00002Zm00001d09898
Zm00001d009353	RLG06425Zm00001d00001
Zm00001d009356	RLX19260Zm00001d00001
Zm00001d009363	RLC00375Zm00001d00007
Zm00001d009363	RLC00025Zm00001d00284
Zm00001d009363	RLG21320Zm00001d00001
Zm00001d009377	RLG00047Zm00001d00114
Zm00001d009383	RLG18449Zm00001d00001
Zm00001d009383	RLG00490Zm00001d00005
Zm00001d009392	RLX00088Zm00001d00026
Zm00001d009392	DHH00002Zm00001d04851
Zm00001d009419	DHH00002Zm00001d09908
Zm00001d009420	DHH00002Zm00001d09908
Zm00001d009421	RLC04470Zm00001d00002
Zm00001d009422	RLC04470Zm00001d00002
Zm00001d009423	RLC04470Zm00001d00002
Zm00001d009421	DHH00100Zm00001d00008
Zm00001d009422	DHH00100Zm00001d00008
Zm00001d009423	DHH00002Zm00001d04854
Zm00001d009454	RLC17360Zm00001d00001
Zm00001d009454	DTH11614Zm00001d00006
Zm00001d009461	RLX18445Zm00001d00001
Zm00001d009462	RLX18445Zm00001d00001
Zm00001d009463	DHH00002Zm00001d09912
Zm00001d009478	RLC04550Zm00001d00001
Zm00001d009482	DHH00002Zm00001d04864
Zm00001d009483	RLX04549Zm00001d00001
Zm00001d009489	DHH00002Zm00001d04865
Zm00001d009512	DHH00002Zm00001d09915
Zm00001d009514	DHH00002Zm00001d04870
Zm00001d009515	RLG02163Zm00001d00001
Zm00001d009547	RLC04476Zm00001d00002
Zm00001d009558	RLG04446Zm00001d00001
Zm00001d009560	RLC21280Zm00001d00001
Zm00001d009592	DHH00002Zm00001d09924
Zm00001d009602	DHH00002Zm00001d09928
Zm00001d009604	RLC17648Zm00001d00001
Zm00001d009609	DHH00002Zm00001d04879
Zm00001d009610	DHH00002Zm00001d04879
Zm00001d009629	RLC00025Zm00001d00375
Zm00001d009629	DHH00002Zm00001d09932
Zm00001d009641	RLC21263Zm00001d00001
Zm00001d009651	RLG00111Zm00001d00030
Zm00001d009672	DHH00002Zm00001d04883
Zm00001d009697	DHH00002Zm00001d04889
Zm00001d009711	RLX17871Zm00001d00001
Zm00001d009730	DHH00002Zm00001d04893
Zm00001d009737	RLX21240Zm00001d00001
Zm00001d009738	RLX21240Zm00001d00001
Zm00001d009752	DHH00002Zm00001d04898
Zm00001d009754	DHH00002Zm00001d09946
Zm00001d009757	DHH00002Zm00001d09947
Zm00001d009767	DHH00002Zm00001d04899
Zm00001d009786	DHH00002Zm00001d09950
Zm00001d009794	RLG21228Zm00001d00001
Zm00001d009793	RLG21228Zm00001d00001
Zm00001d009794	DHH00002Zm00001d09951
Zm00001d009793	DHH00002Zm00001d09951
Zm00001d009796	RLC00213Zm00001d00017
Zm00001d009796	RLX18144Zm00001d00001
Zm00001d009796	DHH00004Zm00001d01755
Zm00001d009805	DHH00002Zm00001d09952
Zm00001d009806	DHH00002Zm00001d09952
Zm00001d009807	DHH00002Zm00001d09952
Zm00001d009825	DHH00002Zm00001d09953
Zm00001d009827	DHH00728Zm00001d00001
Zm00001d009829	RLC04445Zm00001d00002
Zm00001d009830	RLC04445Zm00001d00002
Zm00001d009831	RLC04445Zm00001d00002
Zm00001d009832	RLC04445Zm00001d00002
Zm00001d009835	RLC04445Zm00001d00002
Zm00001d009858	DHH00002Zm00001d09957
Zm00001d009862	DHH00002Zm00001d04907
Zm00001d009863	DHH00002Zm00001d04907
Zm00001d009865	RLX06283Zm00001d00001
Zm00001d009871	RLC19210Zm00001d00001
Zm00001d009877	DHH00019Zm00001d00122
Zm00001d009883	RLX19207Zm00001d00001
Zm00001d009883	RLX21209Zm00001d00001
Zm00001d009905	DHH00002Zm00001d04914
Zm00001d009915	DHH00002Zm00001d09963
Zm00001d009916	DHH00002Zm00001d09963
Zm00001d009917	DHH00002Zm00001d09963
Zm00001d009923	RLX19202Zm00001d00001
Zm00001d009944	RLG04557Zm00001d00002
Zm00001d009964	DHH00009Zm00001d00476
Zm00001d009981	RLC21183Zm00001d00001
Zm00001d009991	DHH00001Zm00001d10332
Zm00001d010015	DHH00002Zm00001d04928
Zm00001d010019	RLG00073Zm00001d00016
Zm00001d010025	DHH00002Zm00001d09976
Zm00001d010045	DHH00002Zm00001d09981
Zm00001d010059	DHH00002Zm00001d09984
Zm00001d010064	DHH00002Zm00001d09985
Zm00001d010092	DHH00722Zm00001d00001
Zm00001d010093	RLX19184Zm00001d00001
Zm00001d010094	RLX19184Zm00001d00001
Zm00001d010099	RLX19183Zm00001d00001
Zm00001d010098	RLX19183Zm00001d00001
Zm00001d010101	RLX19183Zm00001d00001
Zm00001d010099	RLG21154Zm00001d00001
Zm00001d010102	RLG19182Zm00001d00001
Zm00001d010103	RLG19182Zm00001d00001
Zm00001d010106	RLG21153Zm00001d00001
Zm00001d010107	RLG21153Zm00001d00001
Zm00001d010140	DHH00002Zm00001d09993
Zm00001d010145	RLG19178Zm00001d00001
Zm00001d010145	RLG00012Zm00001d00474
Zm00001d010145	RLG00006Zm00001d02600
Zm00001d010146	RLX21140Zm00001d00001
Zm00001d010148	RLX19177Zm00001d00001
Zm00001d010148	RLX21139Zm00001d00001
Zm00001d010151	RLX17595Zm00001d00001
Zm00001d010149	RLX17595Zm00001d00001
Zm00001d010154	RLX19176Zm00001d00001
Zm00001d010155	RLC02185Zm00001d00001
Zm00001d010155	RLX06197Zm00001d00001
Zm00001d010155	DHH00002Zm00001d04943
Zm00001d010161	RLC00033Zm00001d00251
Zm00001d010166	RLG00374Zm00001d00006
Zm00001d010166	DHH00002Zm00001d04945
Zm00001d010215	DHH00002Zm00001d04952
Zm00001d010268	DTH00162Zm00001d00057
Zm00001d010278	RLC00377Zm00001d00007
Zm00001d010293	RLC00033Zm00001d00256
Zm00001d010293	RLX21110Zm00001d00001
Zm00001d010293	DHH00001Zm00001d05553
Zm00001d010296	RLX19164Zm00001d00001
Zm00001d010297	RLX19164Zm00001d00001
Zm00001d010299	RLX21107Zm00001d00001
Zm00001d010302	RLX21106Zm00001d00001
Zm00001d010308	DHH00002Zm00001d04973
Zm00001d010324	RLX17359Zm00001d00001
Zm00001d010333	RLX21097Zm00001d00001
Zm00001d010343	RLX17524Zm00001d00001
Zm00001d010344	RLX17524Zm00001d00001
Zm00001d010347	RLX06154Zm00001d00001
Zm00001d010348	RLX06154Zm00001d00001
Zm00001d010372	RLC00025Zm00001d00299
Zm00001d010381	RLX19159Zm00001d00001
Zm00001d010392	DHH00002Zm00001d10036
Zm00001d010414	RLC21088Zm00001d00001
Zm00001d010474	DHH00002Zm00001d04997
Zm00001d010487	DHH00002Zm00001d05002
Zm00001d010502	RLG00486Zm00001d00003
Zm00001d010503	RLG00486Zm00001d00003
Zm00001d010504	RLG00486Zm00001d00003
Zm00001d010502	DHH00002Zm00001d05008
Zm00001d010503	DHH00002Zm00001d05009
Zm00001d010509	DHH00887Zm00001d00001
Zm00001d010510	DHH00887Zm00001d00001
Zm00001d010511	DHH00887Zm00001d00001
Zm00001d010532	RLC00025Zm00001d00167
Zm00001d010619	DTA00085Zm00001d00005
Zm00001d010648	DHH00002Zm00001d05018
Zm00001d010653	DHH00002Zm00001d10060
Zm00001d010657	DHH00002Zm00001d05019
Zm00001d010682	DHH00002Zm00001d05022
Zm00001d010708	DHH00002Zm00001d05025
Zm00001d010738	DHH00002Zm00001d05030
Zm00001d010739	DHH00002Zm00001d05030
Zm00001d010741	DHH00002Zm00001d05031
Zm00001d010742	DHH00002Zm00001d05031
Zm00001d010764	RLX19136Zm00001d00001
Zm00001d010765	RLX19136Zm00001d00001
Zm00001d010768	RLX19136Zm00001d00001
Zm00001d010771	DHH00002Zm00001d05036
Zm00001d010776	RLX06068Zm00001d00001
Zm00001d010776	DHH00002Zm00001d05039
Zm00001d010778	RLX17868Zm00001d00001
Zm00001d010779	RLX17868Zm00001d00001
Zm00001d010780	RLX17868Zm00001d00001
Zm00001d010780	DHH00002Zm00001d10074
Zm00001d010815	DHH00002Zm00001d10076
Zm00001d010826	RLG00091Zm00001d00037
Zm00001d010827	RLG00091Zm00001d00037
Zm00001d010837	DHH00002Zm00001d05045
Zm00001d010845	RLX18417Zm00001d00001
Zm00001d010875	RLG18414Zm00001d00001
Zm00001d010904	DHH00002Zm00001d10085
Zm00001d010906	DHH00230Zm00001d00002
Zm00001d010921	DHH00002Zm00001d10089
Zm00001d010929	RIT00002Zm00001d00091
Zm00001d010935	RLG00051Zm00001d00115
Zm00001d010935	RLC04586Zm00001d00002
Zm00001d010941	RLC00033Zm00001d00301
Zm00001d010955	RLC19125Zm00001d00001
Zm00001d010979	DHH00002Zm00001d10102
Zm00001d010993	DHH00002Zm00001d05060
Zm00001d011007	DHH00002Zm00001d10104
Zm00001d011057	DHH00002Zm00001d05066
Zm00001d011059	DHH00002Zm00001d05068
Zm00001d011094	RLC00025Zm00001d00179
Zm00001d011109	DHH00002Zm00001d10111
Zm00001d011115	DHH00002Zm00001d10112
Zm00001d011152	RLC00025Zm00001d00183
Zm00001d011165	RLG00055Zm00001d00062
Zm00001d011171	DHH00218Zm00001d00003
Zm00001d011172	DHH00002Zm00001d05082
Zm00001d011181	DHH00002Zm00001d10119
Zm00001d011182	DHH00002Zm00001d10119
Zm00001d011214	DHH00002Zm00001d10121
Zm00001d011218	DHH00002Zm00001d05085
Zm00001d011219	DHH00002Zm00001d05085
Zm00001d011253	DHH00002Zm00001d10123
Zm00001d011254	DHH00002Zm00001d05089
Zm00001d011287	DHH00002Zm00001d05092
Zm00001d011289	DHH00002Zm00001d10129
Zm00001d011290	DHH00002Zm00001d10129
Zm00001d011316	DHH00002Zm00001d10132
Zm00001d011340	RLX20987Zm00001d00001
Zm00001d011358	DHH00002Zm00001d10146
Zm00001d011367	RLC05977Zm00001d00001
Zm00001d011380	RLG16688Zm00001d00001
Zm00001d011397	DHH00002Zm00001d05110
Zm00001d011400	DHH00002Zm00001d10147
Zm00001d011407	RLC17645Zm00001d00001
Zm00001d011407	DHH00002Zm00001d10149
Zm00001d011414	DHH00002Zm00001d10150
Zm00001d011421	RLX19105Zm00001d00001
Zm00001d011550	RLC00101Zm00001d00022
Zm00001d011583	RLX20963Zm00001d00001
Zm00001d011583	RLC00004Zm00001d07938
Zm00001d011601	DHH00002Zm00001d05132
Zm00001d011609	DHH00354Zm00001d00001
Zm00001d011659	DHH00008Zm00001d00667
Zm00001d011666	DHH00002Zm00001d05138
Zm00001d011670	DHH00002Zm00001d10180
Zm00001d011714	RLG00055Zm00001d00107
Zm00001d011736	DHH00840Zm00001d00001
Zm00001d011768	DHH00002Zm00001d05145
Zm00001d011807	DHH00002Zm00001d05147
Zm00001d011808	DHH00002Zm00001d05147
Zm00001d011857	DHH00002Zm00001d05155
Zm00001d011947	RLC00254Zm00001d00012
Zm00001d011948	RLC00254Zm00001d00012
Zm00001d011947	DHH00002Zm00001d10193
Zm00001d011948	DHH00002Zm00001d10193
Zm00001d011985	DTT10009Zm00001d00438
Zm00001d011988	DHH00002Zm00001d10198
Zm00001d011989	DHH00002Zm00001d10198
Zm00001d012051	DHH00002Zm00001d10202
Zm00001d012053	DHH00002Zm00001d10203
Zm00001d012054	DHH00002Zm00001d10203
Zm00001d012089	DHH00002Zm00001d10206
Zm00001d012098	DHH00002Zm00001d10207
Zm00001d012099	DHH00002Zm00001d10207
Zm00001d012100	DHH00002Zm00001d10208
Zm00001d012115	DHH00002Zm00001d05181
Zm00001d012116	DHH00002Zm00001d05181
Zm00001d012117	DHH00002Zm00001d05181
Zm00001d012124	RLX20920Zm00001d00001
Zm00001d012130	RLG00073Zm00001d00024
Zm00001d012131	RLG00073Zm00001d00024
Zm00001d012132	RLG00073Zm00001d00024
Zm00001d012181	RLX20917Zm00001d00001
Zm00001d012187	RLX20916Zm00001d00001
Zm00001d012222	DHH00002Zm00001d10222
Zm00001d012308	DTH12388Zm00001d00100
Zm00001d012318	DHH00002Zm00001d10228
Zm00001d012323	DHH00002Zm00001d10229
Zm00001d012359	DHH00002Zm00001d05196
Zm00001d012366	RLX20909Zm00001d00001
Zm00001d012367	RLX20909Zm00001d00001
Zm00001d012369	RLX20908Zm00001d00001
Zm00001d012371	RLX20908Zm00001d00001
Zm00001d012373	RLX20908Zm00001d00001
Zm00001d012371	RLC03495Zm00001d00001
Zm00001d012392	RLX17356Zm00001d00001
Zm00001d012403	RLX20905Zm00001d00001
Zm00001d012411	DHH00002Zm00001d05200
Zm00001d012478	DHH00002Zm00001d10246
Zm00001d012481	DHH00002Zm00001d05204
Zm00001d012483	DHH00002Zm00001d05205
Zm00001d012489	DTH12694Zm00001d00001
Zm00001d012489	DHH00002Zm00001d10247
Zm00001d012493	DHH00002Zm00001d10248
Zm00001d012495	DHH00002Zm00001d10249
Zm00001d012496	DHH00002Zm00001d05209
Zm00001d012497	DHH00002Zm00001d05209
Zm00001d012540	DHH00002Zm00001d05215
Zm00001d012542	DHH00002Zm00001d05215
Zm00001d012570	DHH00002Zm00001d10254
Zm00001d012630	RLX05859Zm00001d00001
Zm00001d012637	DHH00002Zm00001d10258
Zm00001d012639	DHH00002Zm00001d10258
Zm00001d012680	DHH00002Zm00001d05219
Zm00001d012695	RLX05851Zm00001d00001
Zm00001d012706	RLG00058Zm00001d00075
Zm00001d012711	DHH00002Zm00001d05220
Zm00001d012715	DHH00002Zm00001d10261
Zm00001d012716	DHH00002Zm00001d10261
Zm00001d012730	DHH00002Zm00001d05222
Zm00001d012733	RLC00004Zm00001d08083
Zm00001d012758	DHH00002Zm00001d10267
Zm00001d012784	DHH00002Zm00001d05228
Zm00001d012786	DHH00002Zm00001d05229
Zm00001d012790	DHH00022Zm00001d00140
Zm00001d044740	DHH00002Zm00001d05232
Zm00001d044743	DTA00064Zm00001d00005
Zm00001d044755	DHH00002Zm00001d10273
Zm00001d044756	DHH00002Zm00001d10273
Zm00001d044788	DHH00002Zm00001d10276
Zm00001d044790	RLX17256Zm00001d00001
Zm00001d044791	RLX17256Zm00001d00001
Zm00001d044792	RLX17256Zm00001d00001
Zm00001d044793	RLX17256Zm00001d00001
Zm00001d044798	DHH00002Zm00001d10277
Zm00001d044829	DHH00002Zm00001d10280
Zm00001d044834	DHH00002Zm00001d05244
Zm00001d044846	RLX21838Zm00001d00001
Zm00001d044876	DHH00002Zm00001d05253
Zm00001d044884	RLG00003Zm00001d12794
Zm00001d044889	RLG00003Zm00001d12794
Zm00001d044884	RLG00120Zm00001d00033
Zm00001d044889	RLG00120Zm00001d00033
Zm00001d044884	RLG00001Zm00001d16052
Zm00001d044889	RLG00001Zm00001d16052
Zm00001d044884	RLX05809Zm00001d00001
Zm00001d044889	RLX05809Zm00001d00001
Zm00001d044895	DHH00002Zm00001d05254
Zm00001d044896	RLG00003Zm00001d12595
Zm00001d044905	DHH00002Zm00001d10285
Zm00001d044909	DHH00002Zm00001d10286
Zm00001d044941	RLC00004Zm00001d10796
Zm00001d044957	DHH00002Zm00001d05261
Zm00001d044958	DHH00002Zm00001d05261
Zm00001d044959	DHH00002Zm00001d05261
Zm00001d044963	DHH00002Zm00001d05262
Zm00001d044969	DHH00002Zm00001d05264
Zm00001d044983	DHH00002Zm00001d05268
Zm00001d044984	DHH00002Zm00001d10292
Zm00001d045018	DHH00002Zm00001d10296
Zm00001d045034	DHH00002Zm00001d05275
Zm00001d045037	DHH00002Zm00001d10298
Zm00001d045047	DHH00002Zm00001d05276
Zm00001d045087	DHH00002Zm00001d10300
Zm00001d045103	DHH00001Zm00001d10511
Zm00001d045148	DHH00002Zm00001d05285
Zm00001d045169	DHH00001Zm00001d05718
Zm00001d045172	DHH00002Zm00001d10302
Zm00001d045178	RLG00008Zm00001d02784
Zm00001d045211	DHH00642Zm00001d00001
Zm00001d045223	DHH00002Zm00001d05291
Zm00001d045226	RLX19499Zm00001d00001
Zm00001d045227	RLX19499Zm00001d00001
Zm00001d045228	RLX19499Zm00001d00001
Zm00001d045248	DHH00002Zm00001d10307
Zm00001d045252	RLG00003Zm00001d11114
Zm00001d045272	RLX05752Zm00001d00001
Zm00001d045271	RLX05752Zm00001d00001
Zm00001d045280	RLG00028Zm00001d00347
Zm00001d045280	DHH00002Zm00001d05298
Zm00001d045285	DHH00002Zm00001d10308
Zm00001d045329	RLX21819Zm00001d00001
Zm00001d045330	RLX21819Zm00001d00001
Zm00001d045331	RLX21819Zm00001d00001
Zm00001d045344	RLX05744Zm00001d00001
Zm00001d045364	DHH00002Zm00001d05306
Zm00001d045371	DHH00002Zm00001d10315
Zm00001d045402	DHH00638Zm00001d00001
Zm00001d045408	RLG00047Zm00001d00093
Zm00001d045412	RLX19493Zm00001d00001
Zm00001d045412	RLG00018Zm00001d00477
Zm00001d045422	DHH00002Zm00001d05313
Zm00001d045457	DHH00002Zm00001d10324
Zm00001d045466	RLX19491Zm00001d00001
Zm00001d045466	RLC21815Zm00001d00001
Zm00001d045473	RLX18539Zm00001d00001
Zm00001d045473	RLX00506Zm00001d00005
Zm00001d045486	RLG00156Zm00001d00005
Zm00001d045486	DHH00002Zm00001d05323
Zm00001d045503	RLG03218Zm00001d00002
Zm00001d045503	RLG00001Zm00001d14899
Zm00001d045595	RLG04446Zm00001d00002
Zm00001d045595	DHH00002Zm00001d05330
Zm00001d045614	DHH00002Zm00001d05332
Zm00001d045615	DHH00002Zm00001d05332
Zm00001d045616	DHH00002Zm00001d05332
Zm00001d045626	RLG00091Zm00001d00031
Zm00001d045640	RLX02223Zm00001d00002
Zm00001d045656	RLC00013Zm00001d00941
Zm00001d045671	RLC18172Zm00001d00001
Zm00001d045672	RLC18172Zm00001d00001
Zm00001d045670	RLC18172Zm00001d00001
Zm00001d045671	RLC00002Zm00001d14904
Zm00001d045670	RLC00002Zm00001d14904
Zm00001d045677	RLX05661Zm00001d00001
Zm00001d045678	RLX05661Zm00001d00001
Zm00001d045690	DHH00002Zm00001d10349
Zm00001d045691	DHH00002Zm00001d05345
Zm00001d045700	RLC00002Zm00001d14468
Zm00001d045701	RLC00002Zm00001d14468
Zm00001d045702	RLC00002Zm00001d14468
Zm00001d045702	RLX21799Zm00001d00001
Zm00001d045705	DHH00002Zm00001d05352
Zm00001d045711	RLX19478Zm00001d00001
Zm00001d045712	RLX19478Zm00001d00001
Zm00001d045712	RLX05647Zm00001d00001
Zm00001d045715	DHH00002Zm00001d10351
Zm00001d045717	DHH00002Zm00001d10351
Zm00001d045723	DHH00002Zm00001d05355
Zm00001d045732	RLG00009Zm00001d01799
Zm00001d045733	RLG00009Zm00001d01799
Zm00001d045732	RLG19477Zm00001d00001
Zm00001d045733	RLG19477Zm00001d00001
Zm00001d045733	RLG00009Zm00001d01665
Zm00001d045745	RLG00342Zm00001d00010
Zm00001d045773	RLX02386Zm00001d00001
Zm00001d045803	RLX04502Zm00001d00002
Zm00001d045807	RLG00006Zm00001d03742
Zm00001d045823	RLG17996Zm00001d00001
Zm00001d045824	RLG17996Zm00001d00001
Zm00001d045829	DHH00002Zm00001d05363
Zm00001d045834	RLG00007Zm00001d03233
Zm00001d045835	RLG00007Zm00001d03233
Zm00001d045844	DHH00002Zm00001d05367
Zm00001d045861	RLX17559Zm00001d00001
Zm00001d045901	DHH00002Zm00001d05378
Zm00001d045902	DHH00002Zm00001d05378
Zm00001d045903	DHH00002Zm00001d05379
Zm00001d045910	DHH00002Zm00001d10368
Zm00001d045916	DHH00016Zm00001d00277
Zm00001d045924	DHH00002Zm00001d10370
Zm00001d045925	DHH00002Zm00001d10370
Zm00001d045964	DHH00002Zm00001d05387
Zm00001d045970	RLG19456Zm00001d00001
Zm00001d045970	RLG01099Zm00001d00002
Zm00001d045970	DHH00002Zm00001d10376
Zm00001d045971	DHH00002Zm00001d10377
Zm00001d045989	RLG03274Zm00001d00002
Zm00001d045991	DHH00005Zm00001d03695
Zm00001d045999	RLX05543Zm00001d00001
Zm00001d046000	RLX05543Zm00001d00001
Zm00001d045998	RLX05543Zm00001d00001
Zm00001d046017	RLC00004Zm00001d12020
Zm00001d046024	RLG00001Zm00001d16007
Zm00001d046026	DHH00002Zm00001d05400
Zm00001d046043	RLX16572Zm00001dS0001
Zm00001d046044	RLX16572Zm00001dS0002
Zm00001d046048	RLG21745Zm00001d00001
Zm00001d046049	RLG21745Zm00001d00001
Zm00001d046050	RLG21745Zm00001d00001
Zm00001d046069	DHH00002Zm00001d05408
Zm00001d046076	RLG19443Zm00001d00001
Zm00001d046077	RLG00283Zm00001d00013
Zm00001d046077	RLX14021Zm00001dS0028
